,x,y,S_yx,S_xy,ES,Directionality,Delay
192,IWM-gauge-17,IWM-gauge-983,19.0,19.0,0.2345679012345679,0.018518518518518517,0.8421052631578947
193,IWM-gauge-17,IWM-gauge-984,19.0,18.0,0.24183006535947713,-0.006535947712418301,0.058823529411764705
194,IWM-gauge-17,IWM-gauge-986,22.0,22.0,0.21359223300970873,0.019417475728155338,0.09523809523809523
195,IWM-gauge-17,IWM-gauge-988,18.0,17.0,0.18324607329842932,-0.005235602094240838,-0.25
196,IWM-gauge-17,IWM-gauge-989,20.0,19.0,0.2074468085106383,0.005319148936170213,-0.5555555555555556
197,IWM-gauge-17,IWM-gauge-990,18.0,19.0,0.1989247311827957,-0.021505376344086023,-1.1111111111111112
198,IWM-gauge-17,IWM-gauge-992,17.0,17.0,0.18994413407821228,0.0,-0.058823529411764705
199,IWM-gauge-17,IWM-gauge-993,17.0,17.0,0.18994413407821228,0.0,-0.058823529411764705
200,IWM-gauge-17,IWM-gauge-995,23.0,23.0,0.24338624338624337,0.0,0.34782608695652173
201,IWM-gauge-17,IWM-gauge-996,21.0,20.0,0.21693121693121692,0.0,-0.5789473684210527
202,IWM-gauge-17,IWM-gauge-997,22.0,22.0,0.23783783783783785,0.005405405405405406,-0.5
203,IWM-gauge-17,IWM-gauge-999,19.0,19.0,0.18719211822660098,-0.029556650246305417,-1.2941176470588236
204,IWM-gauge-17,IWM-gauge-1000,14.0,14.0,0.13333333333333333,0.014285714285714285,0.8461538461538461
205,IWM-gauge-17,IWM-gauge-1001,13.0,12.0,0.2,-0.016,-0.6363636363636364
206,IWM-gauge-17,IWM-gauge-1004,27.0,26.0,0.2849462365591398,-0.03225806451612903,-0.96
207,IWM-gauge-17,IWM-gauge-1006,18.0,16.0,0.19101123595505617,0.0056179775280898875,-0.17647058823529413
208,IWM-gauge-17,IWM-gauge-1078,13.0,13.0,0.16774193548387098,0.03225806451612903,1.0769230769230769
209,IWM-gauge-17,IWM-gauge-1103,25.0,24.0,0.21212121212121213,0.004329004329004329,0.08333333333333333
210,IWM-gauge-27,IWM-gauge-27,187.0,187.0,1.038888888888889,0.0,-0.016666666666666666
211,IWM-gauge-27,IWM-gauge-29,87.0,88.0,0.48746518105849584,0.04178272980501393,0.5058823529411764
212,IWM-gauge-27,IWM-gauge-32,104.0,103.0,0.5476190476190477,0.047619047619047616,0.4020618556701031
213,IWM-gauge-27,IWM-gauge-36,35.0,35.0,0.3017241379310345,0.017241379310344827,0.15151515151515152
214,IWM-gauge-27,IWM-gauge-40,45.0,44.0,0.29180327868852457,-0.04262295081967213,-0.5
215,IWM-gauge-27,IWM-gauge-54,61.0,62.0,0.3397790055248619,0.016574585635359115,0.5172413793103449
216,IWM-gauge-27,IWM-gauge-57,58.0,60.0,0.4591439688715953,0.023346303501945526,0.5333333333333333
217,IWM-gauge-27,IWM-gauge-60,71.0,71.0,0.3817204301075269,0.021505376344086023,0.4492753623188406
218,IWM-gauge-27,IWM-gauge-68,69.0,70.0,0.37771739130434784,0.04076086956521739,1.0144927536231885
219,IWM-gauge-27,IWM-gauge-108,17.0,17.0,0.21794871794871795,-0.01282051282051282,0.4117647058823529
220,IWM-gauge-27,IWM-gauge-109,25.0,25.0,0.22624434389140272,0.013574660633484163,0.4583333333333333
